#gene	pHaplo	pTriplo
NEO1	0.773026645060203	0.678664160640521
CCNF	0.772765441916688	0.360767629487932
LMBR1	0.772713813326188	0.278860309289803
CALU	0.772596026357005	0.558263448646058
NOL6	0.690015717363587	0.772572914417868
UBE2F-SCLY	0.772381043360133	0.173400743931249
CDH8	0.772301293960527	0.320081829105932
SLC13A5	0.772241994090531	0.42729291735537
RPH3AL	0.772143397967072	0.316968187550486
EIF2D	0.416343027665198	0.772137141483218
RTCB	0.772103992597327	0.547886988361717
ZNF395	0.772040225917376	0.523864008544135
CYCS	0.77201500665474	0.740703167134841
KCNN4	0.679436826171078	0.771964567040112
SETD7	0.771926996146673	0.556989108771508
CEP104	0.771892413500676	0.636108262417888
C6orf141	0.771888997844504	0.601019321507364
HLCS	0.771854004208768	0.601542492735858
DNTTIP1	0.300837640782252	0.771820964159612
MAPK8IP1	0.77177858711827	0.69678713155129
TOX2	0.415567720397872	0.771754858258475
SMOC1	0.771492681158393	0.499608233347784
FLAD1	0.17216996784878	0.771429688797133
GABRB2	0.771410463849393	0.647044643484172
RP11-159D12.5	0.77138825363834	0.279276673956178
SLC16A12	0.771323986905449	0.762245579693074
EMC3	0.602540126680124	0.77129843723456
PACS2	0.771239935322281	0.61626876159176
FRG2	0.771238542545883	0.341686440920586
RNF123	0.15874176309361	0.771043507708425
ALDH18A1	0.560332835133347	0.770902219201702
PRR5	0.770818155211733	0.222887472499124
DOCK5	0.770790842644996	0.578037753405206
AC016757.3	0.770724977023024	0.317612343683439
RPS6KB2	0.112918850659307	0.770457572707781
MRI1	0.202982498350894	0.770433536283585
PER1	0.500393309707526	0.770411968979808
NUP210	0.770401466005658	0.371767023611258
AKTIP	0.746913226927128	0.770394094295774
ABCB10	0.76368310670951	0.770390431152487
MIOS	0.770344952827093	0.109321673004577
SAMD5	0.770242437917127	0.172885602711295
ANAPC11	0.698166750068417	0.770221697196482
FAM169A	0.770015292265249	0.650469328378982
PSEN2	0.731168385424373	0.769947994589926
TAX1BP1	0.764857174569628	0.769942291842158
RGS7	0.769818939204354	0.75197161314637
GOLGA7B	0.428646664900534	0.769796645478677
TBC1D1	0.769794612689338	0.710505171917055
ALDH1A1	0.76957721273053	0.456904606671109
DET1	0.769552844647323	0.584116616736936
ZNF24	0.608364889612728	0.769547853337123
CASP7	0.769433482024821	0.715534243658981
RPRML	0.603838811850361	0.769357567621141
GOLT1B	0.769345735661739	0.391450933507135
LBH	0.769204113521731	0.343607474111582
LYRM4	0.769029278272769	0.157428089693905
TBCCD1	0.769029038098479	0.59227327254271
GUCY1A2	0.768977881057118	0.386603934458035
HIAT1	0.761460916467919	0.768961246957561
TAF9	0.400126762347811	0.768868184413738
NODAL	0.768818903885834	0.691070889440208
ZNF654	0.768811172828515	0.660351425014497
DDX55	0.768796017712811	0.447226554013606
SRL	0.426627980436074	0.768766295612329
DTNBP1	0.768622822218746	0.272039782095493
SH3BP2	0.748631446013662	0.768601340113445
ITGA2	0.662830642969944	0.768271753513188
POP7	0.0737075880018492	0.768237699613496
PHLDA2	0.768227541742504	0.379296665799568
HINFP	0.508598514506639	0.768146898996115
KDM5B	0.768098467557599	0.489178275487291
ILDR2	0.767791938862692	0.654019293534654
L3MBTL2	0.367382362892546	0.767773963190168
C5	0.767554055175964	0.330987869582708
ACOT8	0.131112302984533	0.767417840585394
NKX2-4	0.767384423676267	0.264477090619557
BAG3	0.767372576782695	0.376873844337679
NDC1	0.767292894074868	0.403269192085675
MBD2	0.767274594560342	0.497393528606162
EEF1E1	0.767122286841693	0.401982510106322
NAMPT	0.767103828913275	0.510421826463435
CCM2	0.29758020553203	0.76698571532019
LIN52	0.766951785470758	0.614267160511998
CHCHD4	0.76682615922944	0.682169131080998
NR1D2	0.766741746126291	0.726346068038637
CHRNE	0.481116429736829	0.76652768631741
FAM76B	0.766447889917949	0.293763643623799
DISC1	0.766393445736216	0.43187456052339
CTLA4	0.766336537919561	0.663624854833675
UNC93A	0.766333140014403	0.153928986444274
CYP17A1	0.566921558888163	0.76632672108435
PPP1R12C	0.421566405715706	0.766306723561081
FZD7	0.766282989008228	0.501660062886657
ADPRHL2	0.216259432304876	0.766280440067141
RSL24D1	0.766206233358745	0.101196107276751
ADAMTS9	0.766120493973511	0.310554761387677
GFI1	0.764292369584547	0.766030169245336
NCAPG	0.765964222142985	0.0878577561241304
SKI	0.765926974259332	0.407376632183282
DDX60	0.765879896146466	0.274850887387706
ZBTB7C	0.765872653530699	0.46542716938213
HMGN1	0.765833297239332	0.109637261496193
ATOX1	0.765792981221254	0.254265464023206
C18orf25	0.765729673031524	0.762180144514549
KIF25	0.765451099045574	0.135508676797185
FRMD6	0.765437487512725	0.372273751633626
KIF21B	0.741923580625183	0.765179814130941
SEPHS2	0.0927582762982435	0.765164307776598
ITFG2	0.765148651865806	0.207076585971981
TPPP	0.633660945053557	0.765136704772943
OPN3	0.765079008585712	0.0519982066432622
SLC6A11	0.765013948422896	0.439521475926404
KCNJ12	0.606558117923902	0.76479003050904
MFHAS1	0.764732922797704	0.382925133608407
DCLRE1B	0.325806531343946	0.764675443036539
SFXN1	0.7646729192974	0.2301824307294
PSORS1C2	0.159882501888967	0.764524084799401
PAQR9	0.764517026705887	0.739929715605517
DHPS	0.138465520251322	0.764459698478741
MKNK1	0.335528044534617	0.764433430961494
GSN	0.764380453552178	0.627073146710248
BRD9	0.764356565444861	0.396342560987986
C17orf99	0.76433674668279	0.420275704167889
TLR3	0.76433585766901	0.0314312688512737
GLCE	0.764233265069638	0.751716685209154
HIST1H3I	0.764129871333813	0.357504463825292
DGKZ	0.364331445545105	0.764128809803508
GCM1	0.531611154209427	0.764104159712622
FAM135A	0.76402199835544	0.288921205437057
BCS1L	0.292157116829386	0.764017189749496
NPRL2	0.311579047194794	0.764002273357497
ZNF346	0.763870697686549	0.678021298713221
HES7	0.737218809172362	0.763866552280106
RPS23	0.76386644366244	0.653125320979545
LIN28B	0.763822952225945	0.695088665687929
RP11-520P18.5	0.763665018380915	0.499224333708598
BLMH	0.613281919920616	0.763530412916006
EFEMP2	0.116097065673735	0.763530251864965
CTTNBP2	0.763351780529442	0.290145005229318
BRI3BP	0.763324390239661	0.215020021364147
COL7A1	0.676040343629329	0.763215344838547
PFKM	0.481170967989223	0.76321531175575
MOS	0.683054201768951	0.763203368294948
TPST2	0.763174644261557	0.603972779621259
TNFRSF14	0.763095220677972	0.428185708024127
AK9	0.374854504282797	0.763071089664777
AMBP	0.763013351334131	0.489311622410666
REM2	0.248695660812758	0.762990572411453
KITLG	0.762900084345202	0.281067805431926
DEFB132	0.762887559689701	0.0669611855746801
DDB2	0.200251005704768	0.762769600158599
RNGTT	0.563424407998167	0.762765692360237
IL17C	0.762735328343376	0.0583858723468962
BLACE	0.762681760507147	0.150049693217798
SLC4A10	0.477189651421731	0.762606504262322
WDR11	0.762593691912464	0.210883340789993
NTPCR	0.762500277873798	0.522330678433586
ZNF483	0.762373143308099	0.327066510299342
ARID3C	0.762358603284686	0.511992030726824
SCN3B	0.762328986085768	0.367201790922175
FTO	0.290859093762934	0.762299556214966
SETD4	0.762182751373006	0.150558362668234
PSPC1	0.469211573552381	0.762135350443359
BATF	0.762098391603613	0.318534262947897
ASPG	0.762086850816588	0.374358582186145
ELOVL6	0.762051939532635	0.686154350479148
PFDN4	0.762040671654002	0.427932066938586
WDR83OS	0.118053834216901	0.761738658433947
KANK2	0.603591309890929	0.761710809638662
EFCAB4B	0.76157866390305	0.560606984791315
OSBPL11	0.761568963277127	0.626973791124999
BTG1	0.761548480853104	0.360893958980957
GLS2	0.153133898141163	0.761395895781697
UGP2	0.6890002933322	0.76138931145501
CAAP1	0.761302611927993	0.29044728900946
VPS8	0.761272897039623	0.419748060898431
AFF3	0.562865676030149	0.761186186685725
EPHB6	0.76105023861728	0.604277528682221
PCDH17	0.761000485318397	0.3923920286688
PPP2R2B	0.738531456605138	0.760925372648058
DKK3	0.760898637233027	0.398574054816244
FGFR4	0.76075991500453	0.322727657944043
DCAF6	0.760659818378197	0.488626342512073
EMP1	0.760605874585588	0.234318497333099
RPL24	0.760522693338062	0.389389143691047
TAMM41	0.760329733287855	0.193227929133743
TF	0.760250537398376	0.537624048516159
SARS	0.646963977068398	0.760250164742635
KCTD9	0.760179010009704	0.610252205982653
DMTN	0.760127617929231	0.604232171854802
WDR86	0.760057638294295	0.179904656233935
CCDC110	0.760013889566561	0.0788830299468084
SFRP2	0.759992971000397	0.393669287711596
PRIMPOL	0.759986896847721	0.169263002544812
C20orf196	0.759799504640188	0.227297275740184
SLC45A4	0.759623694063821	0.0748196591121264
TGM5	0.573664044790596	0.759603882942863
APOBEC2	0.551149787824502	0.759580263499005
HSF5	0.759540311266959	0.58569438121191
CYB561A3	0.180164304623791	0.759524856941854
IRF3	0.33518860833687	0.759444841836231
SLC12A4	0.454819240492733	0.759392490950572
ALOX12B	0.759358465620691	0.603203872171765
PLEKHN1	0.6597685745126	0.759327252923913
GRM1	0.759318608104352	0.667255508758633
CHL1	0.759316429912301	0.0896182796785178
UROD	0.166391887239348	0.759251522732709
ATAD3A	0.600205252486421	0.758965817363476
MCM5	0.758942766817016	0.559288286152492
SLU7	0.758865288845542	0.588096516322304
DDX41	0.38830003572632	0.758799420689744
ATP6V0B	0.758682971554101	0.620763338421263
CHKA	0.307705585760938	0.758664321442049
SYCE1	0.758578903790915	0.150772283695171
MPP5	0.758570832451431	0.580131715884433
PRKG2	0.517123312222076	0.758568639296577
SLC35E2B	0.363903600247034	0.758542005885214
AC131097.4	0.758468744533676	0.200475311196379
SYN3	0.688136386122746	0.758376378355796
RUFY1	0.758371631838872	0.48265638504393
MOV10L1	0.758270148654774	0.22964405277799
USO1	0.443404572747252	0.758193760143524
FLOT2	0.192991233165881	0.758154367167732
PELI1	0.7581407429059	0.361389529840743
CYB5D2	0.75807916587026	0.195951578429566
SCO1	0.757998556544249	0.127407874046139
SEC11A	0.75775450052236	0.363129253501237
SEC31A	0.757555764239085	0.56636000985732
DYNLL1	0.756378370874137	0.757502764813805
ABHD17B	0.573395903403935	0.757380023563302
SGPP2	0.757368255699725	0.462567617570016
GPR157	0.757365306369594	0.300524098630552
AKIRIN1	0.757287308973569	0.427394965891948
SEC14L1	0.757113111517231	0.749887317728854
BROX	0.757066029250989	0.381447191989568
NADK	0.38990184751562	0.757006280621599
DEF6	0.756966754887197	0.669174173532403
RPL23	0.756959479282429	0.570362472925015
EPS8L2	0.756932124435986	0.401939345726498
TNFSF13B	0.756853630178423	0.163445606369716
KCNK1	0.756836426907051	0.440303958884776
PTTG1IP	0.756823052746474	0.213167052922061
CPEB2	0.756791376859926	0.237990238025101
SCYL2	0.756752165481517	0.440521083763659
BUD31	0.267366332118298	0.756591039110548
TOB2	0.679310158316999	0.756331849488399
SPIB	0.756225592552645	0.491176223603971
DNER	0.75621383122983	0.739302620940996
BTF3L4	0.756147312295619	0.649478900599561
C1R	0.756069061709973	0.702407734228701
TGDS	0.755996173161275	0.328498945904239
MTDH	0.755921060933937	0.230135133848687
SUV420H2	0.429143705042473	0.755903370068009
DDHD1	0.755873110796823	0.592723744982685
SELO	0.755821018269534	0.181777571248591
PRDM8	0.755792425418106	0.475864084566692
CCNI	0.755787902854962	0.464006755257292
ASB13	0.755734687830562	0.148064694627691
C10orf118	0.755701165980694	0.360111013583499
TNC	0.755425480640883	0.695774639167882
HOXA4	0.755418148967172	0.635344644277058
MASTL	0.755333444072634	0.248547662943155
ZBTB7B	0.395508043045786	0.755320723987765
ARHGAP39	0.755294262562176	0.328422194132595
C1orf170	0.755274445532397	0.491924677349604
HRC	0.755203012183904	0.326997331564161
APOD	0.755065818205498	0.172720445813374
TNFRSF13C	0.755021292788492	0.553977823906071
DBH	0.754973546695575	0.237108193461241
RAB12	0.754968421096904	0.408393989009305
PALM	0.754892151088692	0.220752113012902
ZDBF2	0.754805386809375	0.284952116605724
CDCA3	0.751006376636674	0.754754419856688
USP40	0.754638464818354	0.427280701483238
FTCDNL1	0.754592296010377	0.296419997762874
ZNF688	0.105750549802704	0.754384247001994
TRAF1	0.754342400486976	0.607227197313161
RBPJL	0.494534738123731	0.754338439316972
YIF1A	0.116733850820617	0.754270082187007
MADCAM1	0.754068458432542	0.143449134799255
ANXA2	0.753970689579115	0.245768667931641
VSX1	0.753969460204649	0.278672729441084
FAM173B	0.753870362771821	0.128342624898816
JHDM1D	0.753813937893004	0.58689189670127
SNF8	0.207672807088927	0.753785215510005
NIM1	0.352627153486766	0.75375717281596
MRPL10	0.328723899787444	0.753747067316357
NDUFAF5	0.753735476001065	0.209563778988775
TDG	0.749035840236558	0.753596860438735
LHX8	0.753565031961619	0.595633834502446
UBB	0.258429977816211	0.753560892492789
RBM18	0.753508173906402	0.329719680768532
STARD13	0.491398726493895	0.753414707249344
RBM4	0.753067863982689	0.712724178705741
PRPF38B	0.75286647796616	0.745201021047192
FABP3	0.752852370982691	0.477464844311857
FDPS	0.154722479494125	0.752625827299344
SMARCAL1	0.634417073479618	0.752616200028218
RP11-108K14.8	0.752534876456691	0.252491016327203
INTS9	0.752530794217355	0.514728661410412
INPP5F	0.752387409046204	0.42484723014861
ARL1	0.577357164411261	0.752178701739825
COA3	0.107738216479842	0.751970637871465
RPRD1A	0.369935013963823	0.751899547943419
ALOXE3	0.75182341845799	0.708567573931465
NPY	0.751708298634195	0.260149478184642
CRTAM	0.751702030696928	0.102500173051568
GULP1	0.751663837533743	0.656326269165856
ZNF343	0.751582529769421	0.0909353202219363
MB	0.751491923498358	0.591963609460853
CLK4	0.751392868197525	0.302594102433154
ADM2	0.751388048959258	0.0776956895628311
GLRX5	0.751381543883494	0.216623715018031
ZNF768	0.138318524858134	0.751331495352526
MBOAT1	0.751324316280818	0.229608848063647
GRIN2C	0.75128786859402	0.369329944812779
LCE1D	0.079881619939845	0.751246278292749
MIP	0.179329902844995	0.751194845837189
PODXL2	0.620255151536742	0.75102074588897
LRRC4B	0.751000939548808	0.74632765442941
GNL2	0.750912007198675	0.615045910706821
GZF1	0.524890641293474	0.750855383455618
ADCY8	0.750768736550436	0.111015811435343
SLC5A1	0.750748997449302	0.732419933889702
RAB28	0.750326855456067	0.310151429282534
ECHDC3	0.7501196527416	0.403297889814121
CD47	0.750038326224789	0.573645326660571
KIF18A	0.749991121790372	0.314480760477328
VASH1	0.546435520843713	0.749955239508313
ACTL6B	0.217541280600242	0.74982161160888
LRP4	0.749780343940468	0.735836319534698
TBC1D5	0.749635139150661	0.476660056011071
CAP2	0.749579878773341	0.261729035894371
ZNF770	0.74948590962542	0.555620374646626
MMP17	0.749452135138202	0.0970139491308646
MCAM	0.749345845518362	0.502091040966663
MYO1C	0.749299074835871	0.706517722624941
RBM12	0.37222961119119	0.749241177436453
CXADR	0.749203492140976	0.533495591840135
FEN1	0.170733396503364	0.749125844264048
CELA2B	0.334364234609153	0.749110166017588
CTD-3148I10.1	0.749103013171921	0.627603699327587
VPS13A	0.749023723632344	0.410814681022479
MYOF	0.749018092764969	0.625242351154548
DOPEY1	0.74901486848119	0.716849573481132
NKIRAS1	0.748992478732902	0.26033599008667
NR1H4	0.518718430514445	0.748937915722953
BAX	0.344886093607317	0.748930887656223
THAP1	0.330898196000258	0.748756702695137
JOSD2	0.266037552281242	0.748732452857734
C11orf58	0.748721061020332	0.678676280478829
TIMM10	0.115326663297112	0.748600116986408
CMPK2	0.748527023314463	0.23099486521834
TMEM41B	0.748471745947848	0.157113585140317
GREM1	0.748249045423568	0.377714192738237
FN3K	0.371017164135953	0.748244454477644
ALB	0.748204152334617	0.247821178828788
MARCH4	0.748117060020316	0.481794981540029
SPNS2	0.748024411869865	0.160308082978156
COG2	0.747869683429616	0.442421503595969
PRPF18	0.747859001508424	0.320494309534367
GPC6	0.747841119952532	0.218999061983582
ZNF207	0.747834431679271	0.67088537116844
TGM3	0.747744502237346	0.237827868971857
CD44	0.747673790106858	0.141843860586723
ATG4D	0.317619807749756	0.747632093597234
PIGZ	0.747484126356071	0.248082611805205
ZKSCAN5	0.20420053344529	0.747426544478874
VRK1	0.74737596018342	0.558742895645956
KPNA2	0.747341431800782	0.42009104034316
KCTD17	0.277401213813417	0.747317421857183
LAD1	0.747306180925124	0.4472995227004
STRADA	0.496867503157115	0.747123666012721
WIPI1	0.746881811724768	0.44475284248467
CDH5	0.746864166258931	0.697042633735133
TRPV4	0.746832808795801	0.529252890117337
FAM118B	0.746826572370948	0.45125062933184
SH2D3C	0.746796441457148	0.641287430045835
PARP14	0.633278034643166	0.746660593209132
MATN3	0.746618616498998	0.190227262515979
NECAP1	0.672809101309017	0.746537613671446
TOX	0.746522170994292	0.724470623128102
HAAO	0.746480757522023	0.461822464949072
KCNG3	0.746466398025926	0.464624772322208
MICAL2	0.746457655893239	0.353176390969339
OSBPL2	0.718110245475088	0.746429392357224
PERP	0.746358030408139	0.475583706746012
TINAGL1	0.746134283657211	0.66721610915801
CASP14	0.119211153948116	0.746056168269007
UBE2D1	0.246205942764074	0.746033492840551
TANK	0.746022852353301	0.713374197393067
SOD1	0.745876816257399	0.677761840621713
SH3GLB2	0.431734138959308	0.745785003667101
DTL	0.745735467470235	0.305521162217199
POLR2D	0.147144234738766	0.745711348168095
CRAT	0.521595867456059	0.745675458378171
AGBL5	0.603198689922411	0.745485095017217
KLF10	0.745405436692401	0.602047747864823
TMPO	0.744828485083848	0.2674697527371
PRELID1	0.658963826611216	0.744824073469551
ACAT2	0.744818364731763	0.347860372595549
CSPG4	0.744812351042835	0.671117201187908
PDLIM1	0.744786152182262	0.362804433446437
THSD7A	0.744747420553133	0.264669605279292
TLE2	0.744724262005128	0.237009986078334
ZNF335	0.294770095545883	0.744721197392926
TAF1B	0.744711496819958	0.35464176690644
CEP112	0.744700713054927	0.330873226802483
PMVK	0.149672466617111	0.744606673096695
ZNF281	0.611029892405048	0.744501178087494
IQCG	0.744430662291909	0.0406640423282555
LANCL1	0.744389824551347	0.324102122413101
IKBKAP	0.744377869271253	0.537315538199648
USP38	0.744334737100695	0.262224431180068
PPP1R37	0.507871783431385	0.744333028075084
METTL10	0.744262651640936	0.265718311962941
SGK223	0.744260378437874	0.283486017701218
USP35	0.427805287069341	0.744237541156001
LIMS1	0.244157019696123	0.74423233509298
ADD2	0.744200916398034	0.540337329630104
SPTBN2	0.410474475298104	0.74414573627168
CNIH2	0.222045922742739	0.744083816905975
CLCNKA	0.744052831049313	0.289472481711444
FAM213A	0.743971874689834	0.490448457817687
ABCB1	0.700148404206187	0.743759791348959
SOCS1	0.743753027676125	0.278629433518558
SMC5	0.743706179770963	0.551666878461454
ACADL	0.743650792738588	0.295789331475891
PCGF2	0.743646769236153	0.663084141654219
SRP14	0.531321987446811	0.74360424273599
PPCS	0.258118815259804	0.74344075520083
HOXD12	0.74339567276964	0.262523506720772
KCNA7	0.743292012993656	0.719493880546656
VPS11	0.520279510632089	0.743214591684658
AIDA	0.743147664557992	0.467425785908032
PLCD1	0.41259113825175	0.743090987738003
RMND5B	0.742977577130201	0.303952322884088
DFFB	0.742949373919064	0.476177822378892
CHMP6	0.742719556243313	0.475206211131556
EHD2	0.61599050733303	0.742670882094607
FLJ00104	0.742609655054678	0.228213235838236
BMP1	0.73262622475919	0.742595592937743
MESDC1	0.703778472267113	0.742456241294435
GOLGA5	0.742378171744482	0.29567612089583
ZBTB5	0.55250365526546	0.742316631692159
TCF7L1	0.695059825733798	0.742310766275378
CEBPG	0.409356214521371	0.742308449436786
ZFYVE20	0.742256405734021	0.492457557105145
SUSD4	0.742114277910206	0.544880249765829
CPSF2	0.742087820329421	0.659007198622464
ANAPC15	0.187342407124756	0.742084133310442
GOLGA3	0.742005136491171	0.434346381849048
ADCY3	0.668143838443606	0.74198864584387
MLTK	0.706671785258993	0.74196478180686
DOLK	0.19466437808383	0.741888204782698
RAC3	0.49359755962013	0.741872431811868
PVALB	0.741858949188414	0.157021222716588
TMEM45A	0.324780968477589	0.741841742999525
RBM14-RBM4	0.455154937219766	0.741836898766241
TUB	0.74183267996542	0.565306674916229
LTBP4	0.741807249572487	0.478737898400569
TMEM210	0.741781783423254	0.259553851869122
GPR137	0.192918081923574	0.741734776819341
ALDH4A1	0.741726431127091	0.718747481518313
CAP1	0.741656279026905	0.640555731575672
JKAMP	0.741580055329875	0.44508012188457
MAP1LC3B	0.741507590711376	0.437968880882978
RND1	0.504907490472884	0.741460736499201
TPH2	0.370092620035002	0.741440039369991
RNF207	0.741295789662934	0.394585699310232
PHB2	0.714584835253676	0.74125641849991
NOL11	0.741224057096491	0.249780329322171
SLC2A4	0.74107631551583	0.545946032617832
GAS2L1	0.497405240960275	0.741061897601513
GPBP1L1	0.741049707848792	0.114937270892101
WDR83	0.212792751570239	0.740996494877777
TGFBI	0.316388965451923	0.740947917870711
LGALS8	0.740901513243255	0.0891610499710588
HSPG2	0.740859009311106	0.574950874429259
SPDL1	0.740694912443716	0.0928150338669376
TJAP1	0.243442515414108	0.740636547463678
TENC1	0.291390245936117	0.740544374466015
LTN1	0.740410761813808	0.311036284932128
GDF5	0.390250626897321	0.74025133147991
TNFRSF9	0.740227824488999	0.140550467546071
PPIL4	0.740080237562983	0.298550759747975
CCBE1	0.739965133224702	0.208925744395465
GRB2	0.739947686948802	0.689274590933927
EVA1C	0.739912172462329	0.349997435293589
CTD-2054N24.2	0.739905516051708	0.0991960095255416
DHX29	0.59398046160127	0.739771066460325
CSRP2	0.739732021324359	0.523471000365791
KCNU1	0.472701833463522	0.739685273571105
CTRB1	0.55708328289409	0.73944955025585
MRC1L1	0.739363891920862	0.374068832231668
STX2	0.739332602297276	0.151263730733971
GTF3C3	0.739276441761984	0.561202467929225
CPA4	0.649737788397462	0.739248824089914
GDA	0.739086803320575	0.665365448095938
USP31	0.739085299834074	0.52681560098219
POR	0.130820188215631	0.739000078122749
SMPDL3A	0.738976813537834	0.103794872045895
MYO1D	0.571130084036133	0.73889255220189
GSS	0.137690903049382	0.738689509180211
PPP1R12B	0.442944678760125	0.738405283132849
RANGAP1	0.668029352298418	0.738127912017389
ANKRD1	0.738122511901037	0.500901001772249
RP11-865B13.1	0.738121757536644	0.14852697813104
EXPH5	0.737965187039652	0.333556194864357
KCNK13	0.737796344756042	0.229995978919904
PAK1	0.456386015470516	0.737795320051717
MYO6	0.737778369813753	0.44159545653763
SERPINB1	0.737768139723352	0.204360318408735
MAL2	0.737738883429146	0.37335211155187
POU6F1	0.40346384292891	0.737737879274733
MYL7	0.382309475822903	0.737654896501237
PGM5	0.615374299172647	0.737647930685175
AACS	0.73760405369825	0.413558717822775
FADS1	0.256858696797817	0.737480416790915
RAB11FIP4	0.556777216465469	0.737452404475047
C12orf49	0.737389993791568	0.217344067070504
NUB1	0.737363815194842	0.654277180599964
DMBX1	0.737349068870868	0.373260436274767
CPT2	0.50592377129046	0.737326648086596
KCNT2	0.436097441024126	0.737173573776558
ZBTB8OS	0.737160221838636	0.654791636882705
CNTRL	0.737150176374197	0.16445619619513
DLD	0.621705769142687	0.737074792945858
C1QL4	0.737009813357576	0.520018384268915
SFXN4	0.736993108305226	0.235706865641384
SLC23A1	0.736859943788001	0.402560943407684
BCL2L1	0.736773813821995	0.458763444582429
AREL1	0.481634261620496	0.736675086039988
TBC1D30	0.736659796121336	0.572995030664713
FAM192A	0.571190726661384	0.736582525417948
OSMR	0.736428511327405	0.568564021330061
LMNB1	0.736414841811017	0.285434984682832
KRT7	0.504167550275495	0.73639265411499
ANKRD9	0.736334902981742	0.157064499748914
EGR1	0.71331285038069	0.736287304173023
GBA2	0.322897918128167	0.736267576042564
VKORC1	0.115717987965368	0.736249649218204
TERF2IP	0.736191238561578	0.583098897186068
LRBA	0.736133639603351	0.304584891944165
AL078585.1	0.735810571728964	0.104482829000808
OLFM2	0.673250622678119	0.73572067018404
PMPCA	0.735679197111393	0.711512998017233
CDH7	0.735587900671198	0.419131701509918
DPP10	0.735498991636448	0.336806115861406
GFRA3	0.511245738771523	0.735431492995549
CEL	0.47334552468961	0.73535111797274
TMEM45B	0.735183307151351	0.364505868607433
POLR3K	0.735101323015743	0.257263178184504
SFTA3	0.735080678316568	0.128968316351226
NIN	0.735051997853259	0.539402038433925
FIBCD1	0.735038317099618	0.302941379338765
GNG4	0.735003096540014	0.0909069125607112
SLITRK1	0.73492502156963	0.517663771809149
VTI1A	0.734922023377499	0.213253965640332
NAGLU	0.113304175321404	0.734882052490738
SPNS1	0.0720521600249096	0.734738791639702
FNDC1	0.734673629084767	0.426012265458078
ROBO1	0.734643174502237	0.601533081436727
CORO1A	0.241547108769695	0.734626282649091
POLR2G	0.0330298034063478	0.7346262560314
PRCP	0.734620159426493	0.402635582417874
AAK1	0.70092390451464	0.734560085595857
PTPN13	0.734542600459213	0.60545916472137
RBM19	0.734438540470892	0.188806386569393
AC138647.1	0.734429183267139	0.0756258220136578
AP2S1	0.303250478881938	0.734276226823989
CARF	0.734229843093621	0.345335037210627
MATN2	0.734178789137765	0.361987617499647
ISLR2	0.734172681532684	0.548313180980395
NOS1AP	0.494810766876141	0.734081921975252
BLOC1S5-TXNDC5	0.734059945616744	0.356839682437587
SCAMP5	0.521406879835073	0.734046540935375
NFKBIE	0.607304002009187	0.733961320622742
SENP7	0.415453367173748	0.733678481164094
MTNR1A	0.733648623639245	0.0508127608463327
ANAPC1	0.580158203770372	0.733635127406744
ZNF358	0.415285715181192	0.733454613899997
PRR14	0.187532320270769	0.73334601658237
SPRED3	0.449277614475064	0.733291066898285
PHYKPL	0.733116588246578	0.199258341887192
FMNL3	0.73310383829706	0.654835626787949
ANKRD44	0.733068021118696	0.298100269559218
EXOSC7	0.336637040815759	0.733061813969188
AHSG	0.733023615552073	0.170013130788642
PNRC1	0.732955215085751	0.418056982340414
TPX2	0.732889078972764	0.276633999288428
BCL6B	0.732886682022641	0.521623366521422
EML4	0.732870311602289	0.311518587836766
SRRM2	0.73282330433434	0.381716749605636
BAIAP2	0.732628365426321	0.475696829611462
DBT	0.373213819001519	0.732622086170515
LHFPL4	0.73261064791815	0.636341875703821
ANO8	0.732588216705868	0.727701173001736
CLIP2	0.587615843951066	0.732483946541146
HS3ST3B1	0.732428010098275	0.310280851270718
MGME1	0.732276813310822	0.3024327398516
PTPN23	0.574792732599803	0.732229434128707
CHRNA4	0.732228267422365	0.245931958854805
DNMT3B	0.214904478669289	0.732208505015102
POLK	0.568748482343634	0.732187804777432
VSIG2	0.732130005470097	0.283160609217641
ABHD13	0.73199731576814	0.181160930480015
DUSP2	0.423343718925415	0.731940337043295
YIPF2	0.340924292356323	0.731865564125521
TSN	0.519320937107084	0.731694796805007
ZNF445	0.604621013771909	0.73166458902105
WDR27	0.731663399868138	0.0852823152589107
AKAP8L	0.441085873961463	0.731595226783563
LCA5L	0.731577372258318	0.246297287248697
NUDT22	0.160617097390314	0.731545394019825
TMA16	0.731451940463327	0.196600942938597
MOB3B	0.731424578746765	0.288180329155726
GADD45G	0.569475100065119	0.731377447595923
CKAP4	0.731347482252621	0.438806625181478
PRRT4	0.731330132049584	0.415379982310968
FBXW8	0.731264068211504	0.330631875254857
KLK4	0.73119552589123	0.34071702456707
NOL7	0.730981385689832	0.302773465951308
CSF2	0.329463573761483	0.730931913976659
CDH20	0.730904930401923	0.439923441222633
C1QBP	0.580717978055952	0.730898302765965
PPP1R3G	0.730822642818057	0.277883199583088
TTF1	0.730804443794314	0.447541852173271
LIG1	0.730788344003705	0.636795851166783
ANPEP	0.73069924984336	0.397928583018823
POMP	0.730504407936644	0.358990554301302
THAP7	0.366508998682085	0.730368675355363
KCNJ13	0.730357082611452	0.69166345976733
CLPTM1L	0.730152395414988	0.305720559647752
LETM1	0.607211889414974	0.730038670924082
ING4	0.507460897192165	0.729986817346628
USP30	0.524086803094139	0.729805090107975
